Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_93_299,VGND,li1,143.7500,266.5600,0.000011
FILLER_93_281,VGND,li1,135.2400,266.5600,0.000013
FILLER_93_253,VGND,li1,122.5900,266.5600,0.000014
FILLER_93_225,VGND,li1,109.7100,266.5600,0.000014
FILLER_93_197,VGND,li1,96.8300,266.5600,0.000013
FILLER_93_177,VGND,li1,87.6300,266.5600,0.000012
FILLER_93_141,VGND,li1,71.0700,266.5600,0.000010
FILLER_93_113,VGND,li1,58.1900,266.5600,0.000008
FILLER_93_111,VGND,li1,56.8100,266.5600,0.000008
FILLER_93_108,VGND,li1,55.8900,266.5600,0.000008
FILLER_93_100,VGND,li1,51.9800,266.5600,0.000007
FILLER_93_97,VGND,li1,50.8300,266.5600,0.000007
FILLER_93_94,VGND,li1,49.4500,266.5600,0.000006
FILLER_93_91,VGND,li1,48.0700,266.5600,0.000006
FILLER_93_88,VGND,li1,46.6900,266.5600,0.000006
FILLER_93_85,VGND,li1,45.3100,266.5600,0.000006
FILLER_93_81,VGND,li1,43.4700,266.5600,0.000006
FILLER_93_78,VGND,li1,42.0900,266.5600,0.000005
FILLER_93_75,VGND,li1,40.7100,266.5600,0.000005
FILLER_93_72,VGND,li1,39.3300,266.5600,0.000005
FILLER_93_69,VGND,li1,37.9500,266.5600,0.000005
FILLER_93_66,VGND,li1,36.5700,266.5600,0.000004
FILLER_93_63,VGND,li1,35.1900,266.5600,0.000004
FILLER_93_60,VGND,li1,33.8100,266.5600,0.000004
FILLER_93_57,VGND,li1,32.4300,266.5600,0.000004
FILLER_93_53,VGND,li1,30.5900,266.5600,0.000003
FILLER_93_12,VGND,li1,11.5000,266.5600,0.000003
FILLER_93_9,VGND,li1,10.3500,266.5600,0.000003
FILLER_93_6,VGND,li1,8.9700,266.5600,0.000003
FILLER_93_3,VGND,li1,7.5900,266.5600,0.000003
FILLER_92_557,VGND,li1,261.9700,261.1200,0.000041
FILLER_92_554,VGND,li1,261.0500,261.1200,0.000041
FILLER_92_551,VGND,li1,259.6700,261.1200,0.000041
FILLER_92_548,VGND,li1,258.2900,261.1200,0.000041
FILLER_92_545,VGND,li1,256.9100,261.1200,0.000041
FILLER_92_542,VGND,li1,255.5300,261.1200,0.000041
FILLER_92_536,VGND,li1,252.3100,261.1200,0.000041
FILLER_92_533,VGND,li1,251.3900,261.1200,0.000041
FILLER_92_530,VGND,li1,249.7800,261.1200,0.000041
FILLER_92_527,VGND,li1,248.6300,261.1200,0.000041
FILLER_92_524,VGND,li1,247.2500,261.1200,0.000041
FILLER_92_521,VGND,li1,245.8700,261.1200,0.000041
FILLER_92_518,VGND,li1,244.4900,261.1200,0.000041
FILLER_92_515,VGND,li1,243.1100,261.1200,0.000041
FILLER_92_512,VGND,li1,241.7300,261.1200,0.000041
FILLER_92_509,VGND,li1,240.3500,261.1200,0.000041
FILLER_92_506,VGND,li1,238.9700,261.1200,0.000041
FILLER_92_503,VGND,li1,237.5900,261.1200,0.000040
FILLER_92_500,VGND,li1,236.2100,261.1200,0.000040
FILLER_92_497,VGND,li1,234.8300,261.1200,0.000040
FILLER_92_494,VGND,li1,233.4500,261.1200,0.000040
FILLER_92_491,VGND,li1,232.0700,261.1200,0.000040
FILLER_92_488,VGND,li1,230.6900,261.1200,0.000040
FILLER_92_485,VGND,li1,229.3100,261.1200,0.000040
FILLER_92_482,VGND,li1,227.9300,261.1200,0.000040
FILLER_92_475,VGND,li1,224.2500,261.1200,0.000040
FILLER_92_461,VGND,li1,218.2700,261.1200,0.000039
FILLER_92_458,VGND,li1,216.8900,261.1200,0.000039
FILLER_92_455,VGND,li1,215.5100,261.1200,0.000038
FILLER_92_452,VGND,li1,214.1300,261.1200,0.000038
FILLER_92_449,VGND,li1,212.7500,261.1200,0.000037
FILLER_92_446,VGND,li1,211.3700,261.1200,0.000037
FILLER_92_443,VGND,li1,209.9900,261.1200,0.000037
FILLER_92_440,VGND,li1,208.6100,261.1200,0.000036
FILLER_92_437,VGND,li1,207.2300,261.1200,0.000036
FILLER_92_430,VGND,li1,203.7800,261.1200,0.000035
FILLER_92_427,VGND,li1,202.6300,261.1200,0.000035
FILLER_92_424,VGND,li1,201.2500,261.1200,0.000034
FILLER_92_421,VGND,li1,199.8700,261.1200,0.000034
FILLER_92_417,VGND,li1,198.0300,261.1200,0.000034
FILLER_92_410,VGND,li1,194.5800,261.1200,0.000032
FILLER_92_407,VGND,li1,193.4300,261.1200,0.000032
FILLER_92_404,VGND,li1,192.0500,261.1200,0.000031
FILLER_92_401,VGND,li1,190.6700,261.1200,0.000030
FILLER_92_398,VGND,li1,189.2900,261.1200,0.000030
FILLER_92_395,VGND,li1,187.9100,261.1200,0.000029
FILLER_92_386,VGND,li1,183.3100,261.1200,0.000026
FILLER_92_383,VGND,li1,182.3900,261.1200,0.000026
FILLER_92_375,VGND,li1,178.2500,261.1200,0.000024
FILLER_92_365,VGND,li1,173.8800,261.1200,0.000031
FILLER_92_363,VGND,li1,172.7300,261.1200,0.000035
FILLER_92_360,VGND,li1,171.8100,261.1200,0.000035
FILLER_92_357,VGND,li1,170.4300,261.1200,0.000038
FILLER_92_318,VGND,li1,152.2600,261.1200,0.000067
FILLER_92_315,VGND,li1,151.1100,261.1200,0.000071
FILLER_92_312,VGND,li1,149.7300,261.1200,0.000071
FILLER_92_309,VGND,li1,148.3500,261.1200,0.000075
FILLER_92_307,VGND,li1,146.9700,261.1200,0.000078
FILLER_92_304,VGND,li1,146.0500,261.1200,0.000078
FILLER_92_301,VGND,li1,144.6700,261.1200,0.000082
FILLER_92_298,VGND,li1,143.2900,261.1200,0.000082
FILLER_92_295,VGND,li1,141.9100,261.1200,0.000085
FILLER_92_292,VGND,li1,140.5300,261.1200,0.000088
FILLER_92_289,VGND,li1,139.1500,261.1200,0.000088
FILLER_92_253,VGND,li1,122.5900,261.1200,0.000112
FILLER_92_233,VGND,li1,113.3900,261.1200,0.000119
FILLER_92_224,VGND,li1,108.7900,261.1200,0.000122
FILLER_92_221,VGND,li1,107.8700,261.1200,0.000122
FILLER_92_203,VGND,li1,99.1300,261.1200,0.000125
FILLER_92_200,VGND,li1,98.2100,261.1200,0.000125
FILLER_92_197,VGND,li1,96.8300,261.1200,0.000126
FILLER_92_194,VGND,li1,95.2200,261.1200,0.000126
FILLER_92_112,VGND,li1,57.7300,261.1200,0.000095
FILLER_92_109,VGND,li1,56.3500,261.1200,0.000095
FILLER_92_94,VGND,li1,48.9900,261.1200,0.000081
FILLER_92_91,VGND,li1,48.0700,261.1200,0.000077
FILLER_92_88,VGND,li1,46.6900,261.1200,0.000077
FILLER_92_85,VGND,li1,45.3100,261.1200,0.000072
FILLER_92_81,VGND,li1,43.4700,261.1200,0.000067
FILLER_92_78,VGND,li1,42.0900,261.1200,0.000067
FILLER_92_75,VGND,li1,40.7100,261.1200,0.000063
FILLER_92_72,VGND,li1,39.3300,261.1200,0.000060
FILLER_92_66,VGND,li1,36.1100,261.1200,0.000055
FILLER_92_63,VGND,li1,35.1900,261.1200,0.000050
FILLER_92_60,VGND,li1,33.8100,261.1200,0.000050
FILLER_92_57,VGND,li1,32.4300,261.1200,0.000044
FILLER_92_54,VGND,li1,31.0500,261.1200,0.000044
FILLER_92_29,VGND,li1,19.0900,261.1200,0.000033
FILLER_92_26,VGND,li1,17.9400,261.1200,0.000033
FILLER_92_9,VGND,li1,9.8900,261.1200,0.000035
FILLER_92_6,VGND,li1,8.9700,261.1200,0.000035
FILLER_92_3,VGND,li1,7.5900,261.1200,0.000035
FILLER_91_556,VGND,li1,261.7400,261.1200,0.000041
FILLER_91_553,VGND,li1,260.5900,261.1200,0.000041
FILLER_91_550,VGND,li1,259.2100,261.1200,0.000041
FILLER_91_547,VGND,li1,257.8300,261.1200,0.000041
FILLER_91_544,VGND,li1,256.4500,261.1200,0.000041
FILLER_91_511,VGND,li1,240.8100,261.1200,0.000041
FILLER_91_508,VGND,li1,239.8900,261.1200,0.000041
FILLER_91_505,VGND,li1,238.5100,261.1200,0.000041
FILLER_91_501,VGND,li1,236.6700,261.1200,0.000040
FILLER_91_498,VGND,li1,235.2900,261.1200,0.000040
FILLER_91_495,VGND,li1,233.9100,261.1200,0.000040
FILLER_91_492,VGND,li1,232.5300,261.1200,0.000040
FILLER_91_489,VGND,li1,231.1500,261.1200,0.000040
FILLER_91_486,VGND,li1,229.7700,261.1200,0.000040
FILLER_91_463,VGND,li1,219.1900,261.1200,0.000039
FILLER_91_456,VGND,li1,215.7400,261.1200,0.000038
FILLER_91_449,VGND,li1,212.5200,261.1200,0.000037
FILLER_91_447,VGND,li1,211.3700,261.1200,0.000037
FILLER_91_411,VGND,li1,195.0400,261.1200,0.000032
FILLER_91_404,VGND,li1,191.5900,261.1200,0.000031
FILLER_91_401,VGND,li1,190.6700,261.1200,0.000030
FILLER_91_398,VGND,li1,189.2900,261.1200,0.000030
FILLER_91_391,VGND,li1,185.6100,261.1200,0.000028
FILLER_91_388,VGND,li1,184.6900,261.1200,0.000028
FILLER_91_366,VGND,li1,174.1100,261.1200,0.000031
FILLER_91_351,VGND,li1,167.4400,261.1200,0.000042
FILLER_91_334,VGND,li1,159.6200,261.1200,0.000055
FILLER_91_306,VGND,li1,146.7400,261.1200,0.000078
FILLER_91_303,VGND,li1,145.5900,261.1200,0.000078
FILLER_91_300,VGND,li1,144.2100,261.1200,0.000082
FILLER_91_297,VGND,li1,142.8300,261.1200,0.000085
FILLER_91_294,VGND,li1,141.4500,261.1200,0.000085
FILLER_91_262,VGND,li1,126.2700,261.1200,0.000108
FILLER_91_259,VGND,li1,125.3500,261.1200,0.000108
FILLER_91_225,VGND,li1,109.2500,261.1200,0.000122
FILLER_91_175,VGND,li1,86.2500,261.1200,0.000124
FILLER_91_165,VGND,li1,82.1100,261.1200,0.000123
FILLER_91_146,VGND,li1,73.1400,261.1200,0.000117
FILLER_91_109,VGND,li1,56.3500,261.1200,0.000095
FILLER_91_89,VGND,li1,47.1500,261.1200,0.000077
FILLER_91_80,VGND,li1,42.5500,261.1200,0.000067
FILLER_91_77,VGND,li1,41.6300,261.1200,0.000063
FILLER_91_74,VGND,li1,40.2500,261.1200,0.000063
FILLER_91_66,VGND,li1,36.5700,261.1200,0.000055
FILLER_91_57,VGND,li1,31.9700,261.1200,0.000044
FILLER_91_30,VGND,li1,20.0100,261.1200,0.000032
FILLER_91_3,VGND,li1,7.3600,261.1200,0.000035
FILLER_90_557,VGND,li1,261.9700,255.6800,0.000051
FILLER_90_554,VGND,li1,261.0500,255.6800,0.000051
FILLER_90_551,VGND,li1,259.6700,255.6800,0.000051
FILLER_90_520,VGND,li1,245.4100,255.6800,0.000050
FILLER_90_497,VGND,li1,234.6000,255.6800,0.000049
FILLER_90_491,VGND,li1,232.0700,255.6800,0.000049
FILLER_90_485,VGND,li1,228.8500,255.6800,0.000048
FILLER_90_482,VGND,li1,227.9300,255.6800,0.000048
FILLER_90_465,VGND,li1,219.6500,255.6800,0.000045
FILLER_90_462,VGND,li1,218.7300,255.6800,0.000045
FILLER_90_455,VGND,li1,215.2800,255.6800,0.000043
FILLER_90_421,VGND,li1,199.6400,255.6800,0.000036
FILLER_90_417,VGND,li1,198.0300,255.6800,0.000035
FILLER_90_394,VGND,li1,186.9900,255.6800,0.000028
FILLER_90_391,VGND,li1,186.0700,255.6800,0.000028
FILLER_90_388,VGND,li1,184.6900,255.6800,0.000026
FILLER_90_382,VGND,li1,181.4700,255.6800,0.000025
FILLER_90_362,VGND,li1,172.5000,255.6800,0.000030
FILLER_90_359,VGND,li1,171.3500,255.6800,0.000034
FILLER_90_356,VGND,li1,169.9700,255.6800,0.000034
FILLER_90_353,VGND,li1,168.5900,255.6800,0.000038
FILLER_90_350,VGND,li1,167.2100,255.6800,0.000038
FILLER_90_347,VGND,li1,165.8300,255.6800,0.000041
FILLER_90_344,VGND,li1,164.4500,255.6800,0.000041
FILLER_90_323,VGND,li1,154.3300,255.6800,0.000056
FILLER_90_320,VGND,li1,153.4100,255.6800,0.000056
FILLER_90_317,VGND,li1,152.0300,255.6800,0.000059
FILLER_90_294,VGND,li1,140.9900,255.6800,0.000073
FILLER_90_291,VGND,li1,140.0700,255.6800,0.000073
FILLER_90_234,VGND,li1,113.3900,255.6800,0.000092
FILLER_90_224,VGND,li1,109.0200,255.6800,0.000092
FILLER_90_200,VGND,li1,97.9800,255.6800,0.000089
FILLER_90_197,VGND,li1,96.8300,255.6800,0.000089
FILLER_90_194,VGND,li1,95.2200,255.6800,0.000089
FILLER_90_167,VGND,li1,82.8000,255.6800,0.000083
FILLER_90_130,VGND,li1,65.7800,255.6800,0.000072
FILLER_90_82,VGND,li1,43.7000,255.6800,0.000053
FILLER_90_64,VGND,li1,35.1900,255.6800,0.000044
FILLER_90_38,VGND,li1,23.2300,255.6800,0.000028
FILLER_90_35,VGND,li1,22.3100,255.6800,0.000029
FILLER_90_26,VGND,li1,17.9400,255.6800,0.000033
FILLER_90_6,VGND,li1,8.9700,255.6800,0.000036
FILLER_90_3,VGND,li1,7.5900,255.6800,0.000036
FILLER_89_555,VGND,li1,261.5100,255.6800,0.000051
FILLER_89_552,VGND,li1,260.1300,255.6800,0.000051
FILLER_89_511,VGND,li1,241.0400,255.6800,0.000050
FILLER_89_508,VGND,li1,239.8900,255.6800,0.000050
FILLER_89_505,VGND,li1,238.5100,255.6800,0.000049
FILLER_89_503,VGND,li1,237.1300,255.6800,0.000049
FILLER_89_500,VGND,li1,236.2100,255.6800,0.000049
FILLER_89_497,VGND,li1,234.8300,255.6800,0.000049
FILLER_89_483,VGND,li1,227.9300,255.6800,0.000048
FILLER_89_480,VGND,li1,227.0100,255.6800,0.000048
FILLER_89_477,VGND,li1,225.6300,255.6800,0.000047
FILLER_89_474,VGND,li1,224.2500,255.6800,0.000047
FILLER_89_455,VGND,li1,215.5100,255.6800,0.000044
FILLER_89_452,VGND,li1,214.1300,255.6800,0.000043
FILLER_89_449,VGND,li1,212.7500,255.6800,0.000042
FILLER_89_447,VGND,li1,211.3700,255.6800,0.000042
FILLER_89_425,VGND,li1,201.4800,255.6800,0.000037
FILLER_89_416,VGND,li1,197.3400,255.6800,0.000035
FILLER_89_413,VGND,li1,196.1900,255.6800,0.000033
FILLER_89_410,VGND,li1,194.8100,255.6800,0.000032
FILLER_89_407,VGND,li1,193.4300,255.6800,0.000032
FILLER_89_390,VGND,li1,185.3800,255.6800,0.000026
FILLER_89_387,VGND,li1,184.2300,255.6800,0.000026
FILLER_89_377,VGND,li1,179.1700,255.6800,0.000022
FILLER_89_374,VGND,li1,178.2500,255.6800,0.000022
FILLER_89_353,VGND,li1,168.3600,255.6800,0.000038
FILLER_89_350,VGND,li1,167.2100,255.6800,0.000038
FILLER_89_327,VGND,li1,156.4000,255.6800,0.000054
FILLER_89_324,VGND,li1,155.2500,255.6800,0.000054
FILLER_89_321,VGND,li1,153.8700,255.6800,0.000056
FILLER_89_318,VGND,li1,152.4900,255.6800,0.000059
FILLER_89_315,VGND,li1,151.1100,255.6800,0.000059
FILLER_89_293,VGND,li1,140.9900,255.6800,0.000073
FILLER_89_290,VGND,li1,139.6100,255.6800,0.000073
FILLER_89_287,VGND,li1,138.2300,255.6800,0.000076
FILLER_89_284,VGND,li1,136.8500,255.6800,0.000076
FILLER_89_281,VGND,li1,135.4700,255.6800,0.000079
FILLER_89_262,VGND,li1,126.5000,255.6800,0.000086
FILLER_89_259,VGND,li1,125.3500,255.6800,0.000088
FILLER_89_225,VGND,li1,109.2500,255.6800,0.000092
FILLER_89_223,VGND,li1,108.3300,255.6800,0.000092
FILLER_89_220,VGND,li1,107.4100,255.6800,0.000092
FILLER_89_211,VGND,li1,102.8100,255.6800,0.000091
FILLER_89_208,VGND,li1,101.8900,255.6800,0.000091
FILLER_89_205,VGND,li1,100.5100,255.6800,0.000090
FILLER_89_202,VGND,li1,99.1300,255.6800,0.000090
FILLER_89_195,VGND,li1,95.4500,255.6800,0.000089
FILLER_89_192,VGND,li1,94.5300,255.6800,0.000088
FILLER_89_189,VGND,li1,93.1500,255.6800,0.000088
FILLER_89_178,VGND,li1,88.0900,255.6800,0.000086
FILLER_89_175,VGND,li1,86.7100,255.6800,0.000084
FILLER_89_172,VGND,li1,85.3300,255.6800,0.000084
FILLER_89_169,VGND,li1,83.9500,255.6800,0.000083
FILLER_89_166,VGND,li1,82.3400,255.6800,0.000083
FILLER_89_122,VGND,li1,61.8700,255.6800,0.000069
FILLER_89_119,VGND,li1,60.9500,255.6800,0.000068
FILLER_89_116,VGND,li1,59.5700,255.6800,0.000068
FILLER_89_113,VGND,li1,58.1900,255.6800,0.000065
FILLER_89_111,VGND,li1,56.8100,255.6800,0.000065
FILLER_89_102,VGND,li1,52.6700,255.6800,0.000062
FILLER_89_92,VGND,li1,48.5300,255.6800,0.000059
FILLER_89_83,VGND,li1,43.9300,255.6800,0.000053
FILLER_89_80,VGND,li1,43.0100,255.6800,0.000053
FILLER_89_60,VGND,li1,33.8100,255.6800,0.000039
FILLER_89_57,VGND,li1,32.4300,255.6800,0.000039
FILLER_89_55,VGND,li1,31.0500,255.6800,0.000036
FILLER_89_52,VGND,li1,30.1300,255.6800,0.000036
FILLER_89_49,VGND,li1,28.7500,255.6800,0.000031
FILLER_89_46,VGND,li1,27.3700,255.6800,0.000031
FILLER_89_39,VGND,li1,23.6900,255.6800,0.000028
FILLER_89_36,VGND,li1,22.7700,255.6800,0.000029
FILLER_89_33,VGND,li1,21.3900,255.6800,0.000029
FILLER_89_30,VGND,li1,20.0100,255.6800,0.000032
FILLER_89_27,VGND,li1,18.6300,255.6800,0.000032
FILLER_89_3,VGND,li1,7.1300,255.6800,0.000036
FILLER_88_556,VGND,li1,261.7400,250.2400,0.000044
FILLER_88_553,VGND,li1,260.5900,250.2400,0.000044
FILLER_88_550,VGND,li1,259.2100,250.2400,0.000044
FILLER_88_547,VGND,li1,257.8300,250.2400,0.000044
FILLER_88_544,VGND,li1,256.4500,250.2400,0.000044
FILLER_88_533,VGND,li1,251.1600,250.2400,0.000044
FILLER_88_530,VGND,li1,249.7800,250.2400,0.000044
FILLER_88_509,VGND,li1,240.3500,250.2400,0.000044
FILLER_88_506,VGND,li1,238.9700,250.2400,0.000044
FILLER_88_503,VGND,li1,237.5900,250.2400,0.000044
FILLER_88_497,VGND,li1,234.3700,250.2400,0.000043
FILLER_88_494,VGND,li1,233.4500,250.2400,0.000043
FILLER_88_491,VGND,li1,232.0700,250.2400,0.000043
FILLER_88_488,VGND,li1,230.6900,250.2400,0.000043
FILLER_88_485,VGND,li1,229.3100,250.2400,0.000043
FILLER_88_482,VGND,li1,227.9300,250.2400,0.000043
FILLER_88_467,VGND,li1,221.0300,250.2400,0.000043
FILLER_88_457,VGND,li1,216.4300,250.2400,0.000042
FILLER_88_454,VGND,li1,215.0500,250.2400,0.000042
FILLER_88_451,VGND,li1,213.6700,250.2400,0.000042
FILLER_88_448,VGND,li1,212.2900,250.2400,0.000042
FILLER_88_445,VGND,li1,210.9100,250.2400,0.000042
FILLER_88_442,VGND,li1,209.5300,250.2400,0.000042
FILLER_88_439,VGND,li1,208.1500,250.2400,0.000042
FILLER_88_431,VGND,li1,204.0100,250.2400,0.000041
FILLER_88_428,VGND,li1,203.0900,250.2400,0.000041
FILLER_88_410,VGND,li1,194.8100,250.2400,0.000040
FILLER_88_399,VGND,li1,189.7500,250.2400,0.000039
FILLER_88_396,VGND,li1,188.3700,250.2400,0.000039
FILLER_88_393,VGND,li1,186.9900,250.2400,0.000038
FILLER_88_390,VGND,li1,185.6100,250.2400,0.000038
FILLER_88_387,VGND,li1,184.2300,250.2400,0.000038
FILLER_88_384,VGND,li1,182.8500,250.2400,0.000037
FILLER_88_371,VGND,li1,176.8700,250.2400,0.000046
FILLER_88_368,VGND,li1,175.4900,250.2400,0.000053
FILLER_88_365,VGND,li1,174.1100,250.2400,0.000053
FILLER_88_356,VGND,li1,169.9700,250.2400,0.000067
FILLER_88_353,VGND,li1,168.5900,250.2400,0.000075
FILLER_88_350,VGND,li1,167.2100,250.2400,0.000081
FILLER_88_347,VGND,li1,165.8300,250.2400,0.000081
FILLER_88_344,VGND,li1,164.4500,250.2400,0.000089
FILLER_88_341,VGND,li1,163.0700,250.2400,0.000095
FILLER_88_338,VGND,li1,161.6900,250.2400,0.000095
FILLER_88_335,VGND,li1,160.3100,250.2400,0.000105
FILLER_88_332,VGND,li1,158.9300,250.2400,0.000105
FILLER_88_329,VGND,li1,157.5500,250.2400,0.000111
FILLER_88_326,VGND,li1,156.1700,250.2400,0.000119
FILLER_88_323,VGND,li1,154.7900,250.2400,0.000119
FILLER_88_320,VGND,li1,153.4100,250.2400,0.000125
FILLER_88_317,VGND,li1,152.0300,250.2400,0.000133
FILLER_88_314,VGND,li1,150.6500,250.2400,0.000133
FILLER_88_306,VGND,li1,146.7400,250.2400,0.000147
FILLER_88_303,VGND,li1,145.5900,250.2400,0.000154
FILLER_88_278,VGND,li1,133.6300,250.2400,0.000180
FILLER_88_272,VGND,li1,130.8700,250.2400,0.000182
FILLER_88_269,VGND,li1,129.9500,250.2400,0.000184
FILLER_88_266,VGND,li1,128.5700,250.2400,0.000185
FILLER_88_263,VGND,li1,127.1900,250.2400,0.000185
FILLER_88_253,VGND,li1,122.3600,250.2400,0.000191
FILLER_88_251,VGND,li1,121.2100,250.2400,0.000191
FILLER_88_242,VGND,li1,117.0700,250.2400,0.000194
FILLER_88_239,VGND,li1,116.1500,250.2400,0.000195
FILLER_88_209,VGND,li1,102.3500,250.2400,0.000190
FILLER_88_206,VGND,li1,100.9700,250.2400,0.000188
FILLER_88_203,VGND,li1,99.5900,250.2400,0.000187
FILLER_88_200,VGND,li1,98.2100,250.2400,0.000187
FILLER_88_197,VGND,li1,96.8300,250.2400,0.000186
FILLER_88_194,VGND,li1,95.2200,250.2400,0.000185
FILLER_88_191,VGND,li1,94.0700,250.2400,0.000185
FILLER_88_188,VGND,li1,92.6900,250.2400,0.000182
FILLER_88_185,VGND,li1,91.3100,250.2400,0.000182
FILLER_88_182,VGND,li1,89.9300,250.2400,0.000180
FILLER_88_179,VGND,li1,88.5500,250.2400,0.000180
FILLER_88_176,VGND,li1,87.1700,250.2400,0.000178
FILLER_88_173,VGND,li1,85.7900,250.2400,0.000178
FILLER_88_170,VGND,li1,84.4100,250.2400,0.000173
FILLER_88_167,VGND,li1,83.0300,250.2400,0.000169
FILLER_88_164,VGND,li1,81.6500,250.2400,0.000169
FILLER_88_161,VGND,li1,80.2700,250.2400,0.000164
FILLER_88_158,VGND,li1,78.8900,250.2400,0.000164
FILLER_88_141,VGND,li1,71.0700,250.2400,0.000148
FILLER_88_129,VGND,li1,65.0900,250.2400,0.000134
FILLER_88_126,VGND,li1,64.1700,250.2400,0.000134
FILLER_88_123,VGND,li1,62.7900,250.2400,0.000130
FILLER_88_120,VGND,li1,61.4100,250.2400,0.000125
FILLER_88_117,VGND,li1,60.0300,250.2400,0.000125
FILLER_88_114,VGND,li1,58.6500,250.2400,0.000121
FILLER_88_111,VGND,li1,57.2700,250.2400,0.000118
FILLER_88_96,VGND,li1,50.3700,250.2400,0.000102
FILLER_88_93,VGND,li1,48.9900,250.2400,0.000102
FILLER_88_90,VGND,li1,47.6100,250.2400,0.000098
FILLER_88_82,VGND,li1,43.7000,250.2400,0.000089
FILLER_88_79,VGND,li1,42.5500,250.2400,0.000089
FILLER_88_58,VGND,li1,32.6600,250.2400,0.000060
FILLER_88_55,VGND,li1,31.5100,250.2400,0.000052
FILLER_88_52,VGND,li1,30.1300,250.2400,0.000052
FILLER_88_38,VGND,li1,23.2300,250.2400,0.000035
FILLER_88_35,VGND,li1,22.3100,250.2400,0.000035
FILLER_88_32,VGND,li1,20.9300,250.2400,0.000035
FILLER_88_29,VGND,li1,19.5500,250.2400,0.000035
FILLER_88_25,VGND,li1,17.7100,250.2400,0.000035
FILLER_88_22,VGND,li1,16.3300,250.2400,0.000035
FILLER_88_15,VGND,li1,12.6500,250.2400,0.000036
FILLER_88_12,VGND,li1,11.7300,250.2400,0.000036
FILLER_88_9,VGND,li1,10.3500,250.2400,0.000036
FILLER_88_6,VGND,li1,8.9700,250.2400,0.000036
FILLER_88_3,VGND,li1,7.5900,250.2400,0.000036
FILLER_87_556,VGND,li1,261.7400,250.2400,0.000044
FILLER_87_553,VGND,li1,260.5900,250.2400,0.000044
FILLER_87_550,VGND,li1,259.2100,250.2400,0.000044
FILLER_87_547,VGND,li1,257.8300,250.2400,0.000044
